Name,Price,Year,Mileage,Additional Details,Location,Link,Label,Predicted Label
2019 SEAT Arona 1.0 TSI 115 SE Technology [EZ] 5dr DSG Auto Hatchback Petrol Aut,"£16,599",2019," 7,054 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 999 cc","East London, London",https://www.gumtree.com/p/seat/2019-seat-arona-1.0-tsi-115-se-technology-ez-5dr-dsg-auto-hatchback-petrol-aut/1428995193,GCLV,GCHV
"Mercedes-Benz, E CLASS, Saloon, 2018, Semi-Auto, 1950 (cc), 4 doors","£22,495",2018," 36,000 miles","Fuel type: Diesel, Engine size: 1,950 cc","East Ham, London",https://www.gumtree.com/p/mercedes-benz/mercedes-benz-e-class-saloon-2018-semi-auto-1950-cc-4-doors/1431287322,BCHV,GCHV
2009 Land Rover Discovery 4 3.0 TD V6 GS Auto 4WD 5dr +7 Seats +Low Miles +1 For,"£13,980",2009," 63,200 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,993 cc","Edmonton, London",https://www.gumtree.com/p/land-rover/2009-land-rover-discovery-4-3.0-td-v6-gs-auto-4wd-5dr-7-seats-low-miles-1-for/1426669013,GCLV,BCHV
BMW 4 SERIES COUPE 428i 241HP,"£11,500",2013," 112,000 miles","Fuel type: Petrol, Engine size: 1,997 cc","Surrey Quays, London",https://www.gumtree.com/p/bmw/bmw-4-series-coupe-428i-241hp/1430163073,BCHV,BCHV
Mercedes-Benz A Class 2.1 A200d AMG Line (Premium Plus) 7G-DCT (s/s) 5dr,"£19,495",2018," 40,088 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,143 cc","Mitcham, London",https://www.gumtree.com/p/mercedes-benz/mercedes-benz-a-class-2.1-a200d-amg-line-premium-plus-7g-dct-s-s-5dr/1421136528,GCLV,GCHV
"Mercedes-Benz, GLA, Estate, 2016, Semi-Auto, 1595 (cc), 5 doors","£15,000",2016," 42,000 miles","Fuel type: Petrol, Engine size: 1,595 cc","Southall, London",https://www.gumtree.com/p/mercedes-benz/mercedes-benz-gla-estate-2016-semi-auto-1595-cc-5-doors/1431288397,BCLV,GCHV
⭐2006 VOLKSWAGEN GOLF GTI 2.0 TFSI DSG⭐HPI CLEAR✔️LOW MILES✔️FULL FSH✔,"£5,200",2006," 117,000 miles","Fuel type: Petrol, Engine size: 1,984 cc","Romford, London",https://www.gumtree.com/p/volkswagen/-2006-volkswagen-golf-gti-2.0-tfsi-dsg-hpi-clear-low-miles-full-fsh-/1431288213,GCHV,BCLV
BMW 2 Series Tourer 2.0 220i Luxury Active Tourer Petrol,"£19,000",2018," 13,489 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,998 cc","West London, London",https://www.gumtree.com/p/bmw/bmw-2-series-tourer-2.0-220i-luxury-active-tourer-petrol/1426180182,GCLV,GCLV
2020 Ford Puma 1.0 EcoBoost Hybrid mHEV ST-Line 5dr Manual Hatchback Petrol Manu,"£20,500",2020," 7,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 999 cc","Barking, London",https://www.gumtree.com/p/ford/2020-ford-puma-1.0-ecoboost-hybrid-mhev-st-line-5dr-manual-hatchback-petrol-manu/1430907948,GCLV,GCLV
Volkswagen Golf 1.4 TSI GT DSG 5dr Petrol,"£8,295",2009," 48,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,390 cc","Tooting, London",https://www.gumtree.com/p/volkswagen/volkswagen-golf-1.4-tsi-gt-dsg-5dr-petrol/1431063037,GCHV,BCHV
2018 Vauxhall Mokka X 1.4 ELITE NAV Auto Hatchback PETROL Automatic,"£15,695",2018," 28,572 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,364 cc","Greenwich, London",https://www.gumtree.com/p/vauxhall/2018-vauxhall-mokka-x-1.4-elite-nav-auto-hatchback-petrol-automatic/1430145739,GCLV,GCLV
2017 Audi A5 S5 Quattro 2dr Tiptronic Convertible Petrol Automatic,"£31,302",2017," 31,800 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 3,000 cc","Orpington, London",https://www.gumtree.com/p/audi/2017-audi-a5-s5-quattro-2dr-tiptronic-convertible-petrol-automatic/1428339202,GCLV,BCLV
Toyota C-HR TOYOTA C-HR 1.8 Hybrid Excel 5dr CVT [Leather] Hybrid,"£24,000",2019," 5,788 miles","Seller type: Trade, Fuel type: Hybrid Electric, Engine size: 1,798 cc","Romford, London",https://www.gumtree.com/p/toyota/toyota-c-hr-toyota-c-hr-1.8-hybrid-excel-5dr-cvt-leather-hybrid/1425755514,GCLV,BCLV
2021 Ford Puma 1.0 EcoBoost Hybrid mHEV ST-Line X 5dr Hatchback Petrol Manual,"£23,741",2021," 4,613 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 999 cc","Romford, London",https://www.gumtree.com/p/ford/2021-ford-puma-1.0-ecoboost-hybrid-mhev-st-line-x-5dr-hatchback-petrol-manual/1427677057,GCLV,GCHV
2018 Kia Stonic 1.0 T-GDi 2 Manual Estate Petrol Manual,"£13,650",2018," 37,567 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 998 cc","Brentford, London",https://www.gumtree.com/p/kia/2018-kia-stonic-1.0-t-gdi-2-manual-estate-petrol-manual/1427677295,BCLV,BCLV
2019 Vauxhall Mokka X 1.4 ACTIVE Auto Hatchback PETROL Automatic,"£15,695",2019," 11,126 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,364 cc","Bexleyheath, London",https://www.gumtree.com/p/vauxhall/2019-vauxhall-mokka-x-1.4-active-auto-hatchback-petrol-automatic/1426259638,GCLV,BCHV
Peugeot 3008 1.5 BlueHDi GT Line Diesel,"£17,799",2018," 26,689 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,499 cc","West London, London",https://www.gumtree.com/p/peugeot/peugeot-3008-1.5-bluehdi-gt-line-diesel/1426180324,GCLV,BCHV
MERCEDES-BENZ GLE-CLASS 3.0L GLE 350 D 4MATIC AMG LINE PREMIUM PLUS 4d AUTO,"£35,495",2015," 40,000 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,987 cc","Heathrow, London",https://www.gumtree.com/p/mercedes-benz/mercedes-benz-gle-class-3.0l-gle-350-d-4matic-amg-line-premium-plus-4d-auto/1424655904,GCHV,BCLV
2020 Hyundai Ioniq 38.3kWh Premium Hatchback 5dr Electric Auto (136 ps) Hatchbac,"£22,950",2020," 20,064 miles","Seller type: Trade, Fuel type: Electric, Engine size: 1 cc","Chiswick, London",https://www.gumtree.com/p/hyundai/2020-hyundai-ioniq-38.3kwh-premium-hatchback-5dr-electric-auto-136-ps-hatchbac/1428569048,BCLV,GCHV
Mercedes CLA 2.2 200d AMG Line Diesel,"£16,799",2017," 48,441 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,143 cc","West London, London",https://www.gumtree.com/p/mercedes-benz/mercedes-cla-2.2-200d-amg-line-diesel/1425745160,BCHV,GCHV
Toyota AYGO 1.0 VVT-i x-cite 5dr Petrol,"£7,989",2016," 42,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 998 cc","Norbury, London",https://www.gumtree.com/p/toyota/toyota-aygo-1.0-vvt-i-x-cite-5dr-petrol/1425020989,GCLV,BCHV
2020 MINI HATCHBACK 1.5 Cooper Sport II 3dr Auto Hatchback Petrol Automatic,"£21,599",2020," 11,305 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,499 cc","East London, London",https://www.gumtree.com/p/mini/2020-mini-hatchback-1.5-cooper-sport-ii-3dr-auto-hatchback-petrol-automatic/1426398750,GCLV,BCHV
Ford Edge 2.0 TDCi 210 Sport Powershift AWD Diesel,"£21,799",2016," 36,722 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,997 cc","West London, London",https://www.gumtree.com/p/ford/ford-edge-2.0-tdci-210-sport-powershift-awd-diesel/1426180262,GCHV,BCHV
Nissan Qashqai 1.5 dCi Acenta Premium Diesel,"£13,299",2018," 32,070 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,461 cc","West London, London",https://www.gumtree.com/p/nissan/nissan-qashqai-1.5-dci-acenta-premium-diesel/1425744889,BCLV,GCHV
2020 Honda HONDA E 35.5kWh Advance Hatchback 5dr Electric Auto (17in Alloy) (154,"£28,450",2020," 10,589 miles","Seller type: Trade, Fuel type: Electric, Engine size: 1 cc","Chiswick, London",https://www.gumtree.com/p/honda/2020-honda-honda-e-35.5kwh-advance-hatchback-5dr-electric-auto-17in-alloy-154/1426617023,GCLV,GCHV
2020 Peugeot 308 1.5 BLUEHDI S/S ALLURE DIGITAL Auto Hatchback DIESEL Automatic,"£17,895",2020," 14,745 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,499 cc","Sidcup, London",https://www.gumtree.com/p/peugeot/2020-peugeot-308-1.5-bluehdi-s-s-allure-digital-auto-hatchback-diesel-automatic/1426621280,GCLV,BCLV
2019 Ford Fiesta 1.0 EcoBoost Zetec Navigation 5dr Manual Hatchback Petrol Manua,"£13,000",2019," 18,531 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 998 cc","Wimbledon, London",https://www.gumtree.com/p/ford/2019-ford-fiesta-1.0-ecoboost-zetec-navigation-5dr-manual-hatchback-petrol-manua/1430907038,GCLV,BCHV
2021 Nissan Leaf 110kW 10 40kWh 5dr Auto Automatic Hatchback Electric Automatic,"£25,975",2021," 2,159 miles","Seller type: Trade, Fuel type: Electric, Engine size: 1 cc","South East London, London",https://www.gumtree.com/p/nissan/2021-nissan-leaf-110kw-10-40kwh-5dr-auto-automatic-hatchback-electric-automatic/1426823656,GCLV,BCHV
Ford Focus TITANIUM X,"£7,995",2014," 72,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,596 cc","Ilford, London",https://www.gumtree.com/p/ford/ford-focus-titanium-x/1430147901,BCLV,BCLV
Renault Megane 1.5 dCi Expression+ Diesel,"£10,499",2017," 50,785 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,461 cc","West London, London",https://www.gumtree.com/p/renault/renault-megane-1.5-dci-expression-diesel/1428999518,BCLV,GCHV
2015 Volkswagen Scirocco 2.0 TDi 184 BlueMotion Tech GT 3dr COUPE Diesel Manual,"£10,395",2015," 86,500 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,968 cc","Newham, London",https://www.gumtree.com/p/volkswagen/2015-volkswagen-scirocco-2.0-tdi-184-bluemotion-tech-gt-3dr-coupe-diesel-manual/1430854391,BCHV,GCLV
Vauxhall Astra 1.6 16v Exclusiv Euro 5 5dr Petrol,"£2,789",2010," 88,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,598 cc","Wembley, London",https://www.gumtree.com/p/vauxhall/vauxhall-astra-1.6-16v-exclusiv-euro-5-5dr-petrol/1430945199,GCLV,BCLV
Renault Megane petrol 1.6cc 3dr 2010,"£1,950",2010," 93,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,598 cc","Neasden, London",https://www.gumtree.com/p/renault/renault-megane-petrol-1.6cc-3dr-2010/1428226219,BCLV,BCHV
MERCEDES SL320 (R129) FOR SALE,"£8,250",1998," 115,900 miles","Fuel type: Petrol, Engine size: 3,196 cc","Bromley, London",https://www.gumtree.com/p/mercedes-benz/mercedes-sl320-r129-for-sale/1428836184,GCLV,GCHV
SEAT IBIZA TOCA PETROL Excellent condition drives like new,"£6,500",2015," 39,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,390 cc","Kingsbury, London",https://www.gumtree.com/p/seat/seat-ibiza-toca-petrol-excellent-condition-drives-like-new-/1430731746,GCLV,BCLV
2017 Hyundai Kona 1.6T GDi Blue Drive Premium GT 5dr 4WD DCT Semi-Auto Hatchback,"£21,895",2017," 2,704 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,591 cc","Catford, London",https://www.gumtree.com/p/hyundai/2017-hyundai-kona-1.6t-gdi-blue-drive-premium-gt-5dr-4wd-dct-semi-auto-hatchback/1426823749,GCLV,BCLV
Nissan Qashqai 1.5 dCi Acenta Diesel,"£14,000",2019," 17,816 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,461 cc","West London, London",https://www.gumtree.com/p/nissan/nissan-qashqai-1.5-dci-acenta-diesel/1425744681,GCLV,BCLV
MERCEDES BENZ C180 AUTO / PETROL / ULEZ FREE / FULL SERVICE HISTORY / C CLASS / SALOON E / CHEAP CAR,"£1,995",2002," 75,000 miles","Fuel type: Petrol, Engine size: 1,796 cc","Southall, London",https://www.gumtree.com/p/mercedes-benz/mercedes-benz-c180-auto-petrol-ulez-free-full-service-history-c-class-saloon-e-cheap-car/1431287787,GCLV,BCLV
Range rover vogue v8,"£7,569",2008," 107,465 miles","Fuel type: Diesel, Engine size: 3,630 cc","Queens Park, London",https://www.gumtree.com/p/land-rover/range-rover-vogue-v8/1431287713,BCLV,GCLV
"Mercedes-Benz, E CLASS, Saloon, 2018, Semi-Auto, 1950 (cc), 4 doors","£22,495",2018," 36,000 miles","Fuel type: Diesel, Engine size: 1,950 cc","East Ham, London",https://www.gumtree.com/p/mercedes-benz/mercedes-benz-e-class-saloon-2018-semi-auto-1950-cc-4-doors/1431287322,BCLV,GCLV
Mini one 2007 ulez free 100k,"£1,650",2008," 100,000 miles","Fuel type: Petrol, Engine size: 1,397 cc","Enfield, London",https://www.gumtree.com/p/mini/mini-one-2007-ulez-free-100k/1431287309,GCLV,BCHV
Bmw 325i se,"£3,800",2006," 122,000 miles","Fuel type: Petrol, Engine size: 2,497 cc","Dagenham, London",https://www.gumtree.com/p/bmw/bmw-325i-se-/1431287131,BCHV,GCLV
2015 Volkswagen Polo 1.2 TSI BlueMotion Tech SE DSG (s/s) 5dr +20£Tax +Auto +ULE,"£8,980",2015," 32,800 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,197 cc","Edmonton, London",https://www.gumtree.com/p/volkswagen/2015-volkswagen-polo-1.2-tsi-bluemotion-tech-se-dsg-s-s-5dr-20£tax-auto-ule/1423709871,GCHV,GCHV
Toyota Corolla 1.8 VVTL-i T Sport 3dr Petrol,"£2,595",2004," 108,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,796 cc","Tooting, London",https://www.gumtree.com/p/toyota/toyota-corolla-1.8-vvtl-i-t-sport-3dr-petrol/1431061973,GCLV,BCHV
Mercedes-Benz SL Class 5.0 SL500 Silver Arrow Limited Edition 2dr Petrol,"£70,000",2001," 30,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 4,966 cc","Acton, London",https://www.gumtree.com/p/mercedes-benz/mercedes-benz-sl-class-5.0-sl500-silver-arrow-limited-edition-2dr-petrol/1422729866,GCHV,GCLV
Honda Civic 1.6 i-DTEC Black Edition 5dr Diesel,"£7,250",2014," 84,000 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,597 cc","Rainham, London",https://www.gumtree.com/p/honda/honda-civic-1.6-i-dtec-black-edition-5dr-diesel/1425603212,BCHV,GCHV
2019 Honda Jazz 1.3 i-VTEC SE Hatchback 5dr Petrol (s/s) (102 ps) Hatchback Petr,"£11,950",2019," 18,076 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,318 cc","Chiswick, London",https://www.gumtree.com/p/honda/2019-honda-jazz-1.3-i-vtec-se-hatchback-5dr-petrol-s-s-102-ps-hatchback-petr/1425522805,GCLV,BCHV
Mini Hatch 1.5 Cooper Chili Pack Petrol,"£15,799",2018," 9,301 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,499 cc","West London, London",https://www.gumtree.com/p/mini/mini-hatch-1.5-cooper-chili-pack-petrol/1426616523,GCLV,BCLV
2019 Ford Ecosport 5Dr ST-Line 1.0 125PS Hatchback Petrol Manual,"£16,000",2019," 28,279 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,000 cc","Enfield, London",https://www.gumtree.com/p/ford/2019-ford-ecosport-5dr-st-line-1.0-125ps-hatchback-petrol-manual/1428338039,BCLV,BCLV
Volkswagen Golf 1.4 TSI BlueMotion Tech Match DSG 5dr Stop/Start,"£15,790",2015," 10,648 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,390 cc","Richmond, London",https://www.gumtree.com/p/volkswagen/volkswagen-golf-1.4-tsi-bluemotion-tech-match-dsg-5dr-stop-start/1429001906,GCHV,BCHV
Nissan Qashqai 1.5 dCi Tekna 5dr Diesel,"£11,000",2014," 50,000 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,461 cc","Heathrow, London",https://www.gumtree.com/p/nissan/nissan-qashqai-1.5-dci-tekna-5dr-diesel/1423478327,GCLV,GCHV
2016 BMW 1 Series 118i [1.5] SE 5dr [Nav] HATCHBACK Petrol Manual,"£10,545",2016," 80,364 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,499 cc","Palmers Green, London",https://www.gumtree.com/p/bmw/2016-bmw-1-series-118i-1.5-se-5dr-nav-hatchback-petrol-manual/1423951617,BCHV,BCLV
2019 Land Rover Range Rover Sport 2.0 P400e HSE Dynamic 5dr Auto SUV Petrol/Plu,"£70,990",2019," 15,045 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,997 cc","West End, London",https://www.gumtree.com/p/land-rover/2019-land-rover-range-rover-sport-2.0-p400e-hse-dynamic-5dr-auto-suv-petrol-plu-/1431061979,GCLV,GCHV
Nissan Qashqai 1.6 dCi Tekna 5dr Diesel,"£13,240",2016," 38,000 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,598 cc","Uxbridge, London",https://www.gumtree.com/p/nissan/nissan-qashqai-1.6-dci-tekna-5dr-diesel/1429443683,GCHV,GCHV
2020 Ford Puma 1.0 EcoBoost Hybrid mHEV 155 ST-Line X 1st Ed 5dr Hatchback Petro,"£23,670",2020," 12,372 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 999 cc","Upminster, London",https://www.gumtree.com/p/ford/2020-ford-puma-1.0-ecoboost-hybrid-mhev-155-st-line-x-1st-ed-5dr-hatchback-petro/1427904627,GCLV,BCHV
Volkswagen Tiguan 2.0 TDi 150 S 4Motion DSG Diesel,"£19,000",2017," 36,823 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,968 cc","West London, London",https://www.gumtree.com/p/volkswagen/volkswagen-tiguan-2.0-tdi-150-s-4motion-dsg-diesel/1426615894,GCHV,BCLV
Renault Captur RENAULT CAPTUR 0.9 TCE 90 Iconic 5dr Petrol,"£13,000",2019," 12,699 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 898 cc","Romford, London",https://www.gumtree.com/p/renault/renault-captur-renault-captur-0.9-tce-90-iconic-5dr-petrol/1428269244,GCLV,BCLV
2018 Nissan Juke 1.6 Tekna 5dr Xtronic Auto Hatchback Petrol Automatic,"£16,500",2018," 15,389 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,598 cc","Mill Hill, London",https://www.gumtree.com/p/nissan/2018-nissan-juke-1.6-tekna-5dr-xtronic-auto-hatchback-petrol-automatic/1428789673,GCLV,BCLV
2019 Nissan Qashqai 1.3 DiG-T 160 N-Connecta 5dr DCT Semi-Auto Hatchback Petrol,"£20,275",2019," 15,338 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,332 cc","Eltham, London",https://www.gumtree.com/p/nissan/2019-nissan-qashqai-1.3-dig-t-160-n-connecta-5dr-dct-semi-auto-hatchback-petrol-/1430373648,GCLV,GCLV
Toyota Voxy 1.8 Hybrid 7 Seats MPV MPV Petrol/Electric Hybrid Automatic,"£17,995",2014," 63,800 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,800 cc","Hornchurch, London",https://www.gumtree.com/p/toyota/toyota-voxy-1.8-hybrid-7-seats-mpv-mpv-petrol-electric-hybrid-automatic/1429685098,BCLV,GCLV
BMW 5 SERIES **ULEZ ***BIG SPEC,"£13,200",2013," 70,000 miles","Fuel type: Diesel, Engine size: 1,995 cc","Newham, London",https://www.gumtree.com/p/bmw/bmw-5-series-ulez-big-spec/1430369955,BCHV,GCHV
Mercedes-Benz E Class 2.1 E250 CDI BlueEFFICIENCY SE 2dr Diesel,"£7,595",2010," 71,695 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,143 cc","Mitcham, London",https://www.gumtree.com/p/mercedes-benz/mercedes-benz-e-class-2.1-e250-cdi-blueefficiency-se-2dr-diesel/1417278666,GCLV,GCLV
LHD 2016 Ford Kuga 2.0 TDCi automatic Titanium Individual,"£9,900",2016," 45,300 miles","Fuel type: Diesel, Engine size: 2,000 cc","Tooting Broadway, London",https://www.gumtree.com/p/ford/lhd-2016-ford-kuga-2.0-tdci-automatic-titanium-individual/1416505370,BCHV,BCHV
"2012 FORD FOCUS 1.6 Zetec 5dr *Full Service History 7-Stamps, ONLY 32000 Miles*","£7,199",2012," 32,000 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,596 cc","Heathrow, London",https://www.gumtree.com/p/ford/2012-ford-focus-1.6-zetec-5dr-full-service-history-7-stamps-only-32000-miles-/1419696247,GCHV,GCHV
Audi A6 Saloon 3.0 TDI Le Mans quattro 4dr Diesel,"£2,789",2007," 172,000 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,967 cc","Wembley, London",https://www.gumtree.com/p/audi/audi-a6-saloon-3.0-tdi-le-mans-quattro-4dr-diesel/1430945677,BCLV,GCHV
Vauxhall Mokka X 1.4 T Elite Petrol,"£13,299",2018," 30,555 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,364 cc","West London, London",https://www.gumtree.com/p/vauxhall/vauxhall-mokka-x-1.4-t-elite-petrol/1425962630,BCLV,GCHV
Seat Arona 1.6 TDi Xcellence Lux EZ DSG Diesel,"£16,499",2019," 31,992 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,598 cc","West London, London",https://www.gumtree.com/p/seat/seat-arona-1.6-tdi-xcellence-lux-ez-dsg-diesel/1426616224,BCLV,BCLV
Ford Kuga 1.5 EcoBoost ST-Line X Petrol,"£15,799",2017," 38,165 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,498 cc","West London, London",https://www.gumtree.com/p/ford/ford-kuga-1.5-ecoboost-st-line-x-petrol/1425744103,BCHV,BCHV
2018 Honda HR-V 1.6 i-DTEC EX SUV 5dr Diesel (s/s) (120 ps) Hatchback Diesel Man,"£17,750",2018," 12,539 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 1,597 cc","Chiswick, London",https://www.gumtree.com/p/honda/2018-honda-hr-v-1.6-i-dtec-ex-suv-5dr-diesel-s-s-120-ps-hatchback-diesel-man/1425298710,GCLV,GCLV
Lexus CT 200h 1.8 SE Plus Pack,"£16,499",2018," 30,258 miles","Seller type: Trade, Fuel type: Petrol, Engine size: 1,798 cc","West London, London",https://www.gumtree.com/p/lexus/lexus-ct-200h-1.8-se-plus-pack/1430144782,BCLV,GCHV
Mercedes GLA 2.2 220d AMG Line Executive 4Matic DCT Diesel,"£20,799",2017," 29,112 miles","Seller type: Trade, Fuel type: Diesel, Engine size: 2,143 cc","West London, London",https://www.gumtree.com/p/mercedes-benz/mercedes-gla-2.2-220d-amg-line-executive-4matic-dct-diesel/1425743417,GCHV,GCHV
